n,x,monthly_payment,monthly_return,profit_after_yrs,5yrs,10yrs,20yrs,40yrs
3.83,1.6000000000000003,3840.000000000001,4327.05,3.4,82983.0,342606.0,861852.0,1900344.0
3.83,1.7000000000000004,4080.000000000001,4346.22,3.6,73093.2,333866.4,855412.8,1898505.6
3.83,1.8000000000000005,4320.000000000001,4365.38,3.79,63202.8,325125.6,848971.2,1896662.4
3.83,1.9000000000000006,4560.000000000002,4384.55,3.99,53313.0,316386.0,842532.0,1894824.0
3.83,2.0000000000000004,4800.000000000001,4403.72,4.18,43423.2,307646.4,836092.8,1892985.6
3.83,2.1000000000000005,5040.000000000001,4422.88,4.37,33532.8,298905.6,829651.2,1891142.4
3.83,2.2000000000000006,5280.000000000002,4442.05,4.56,23643.0,290166.0,823212.0,1889304.0
3.83,2.3000000000000007,5520.000000000002,4461.22,4.74,13753.2,281426.4,816772.8,1887465.6
3.83,2.400000000000001,5760.000000000002,4480.38,4.93,3862.8,272685.6,810331.2,1885622.4
3.83,2.500000000000001,6000.000000000002,4499.55,5.11,-6027.0,263946.0,803892.0,1883784.0
3.83,2.600000000000001,6240.000000000003,4518.72,5.29,-15916.8,255206.4,797452.8,1881945.6
3.83,2.700000000000001,6480.000000000003,4537.88,5.47,-25807.2,246465.6,791011.2,1880102.4
3.83,2.800000000000001,6720.000000000003,4557.05,5.65,-35697.0,237726.0,784572.0,1878264.0
3.83,2.9000000000000012,6960.000000000003,4576.22,5.83,-45586.8,228986.4,778132.8,1876425.6
3.83,3.0000000000000013,7200.000000000004,4595.38,6.01,-55477.2,220245.6,771691.2,1874582.4
3.92,0.6,1440.0,4146.15,1.36,181089.0,429858.0,927396.0,1922472.0
3.92,0.7,1680.0,4165.74,1.58,170984.4,420928.8,920817.6,1920595.2
3.92,0.7999999999999999,1919.9999999999998,4185.32,1.8,160879.2,411998.4,914236.8,1918713.6
3.92,0.8999999999999999,2160.0,4204.9,2.01,150774.0,403068.0,907656.0,1916832.0
3.92,0.9999999999999999,2399.9999999999995,4224.49,2.23,140669.4,394138.8,901077.6,1914955.2
3.92,1.0999999999999999,2639.9999999999995,4244.07,2.44,130564.2,385208.4,894496.8,1913073.6
3.92,1.2,2880.0,4263.65,2.65,120459.0,376278.0,887916.0,1911192.0
3.92,1.3,3120.0,4283.24,2.85,110354.4,367348.8,881337.6,1909315.2
3.92,1.4000000000000001,3360.0000000000005,4302.82,3.06,100249.2,358418.4,874756.8,1907433.6
3.92,1.5000000000000002,3600.0000000000005,4322.4,3.26,90144.0,349488.0,868176.0,1905552.0
3.92,1.6000000000000003,3840.000000000001,4341.99,3.46,80039.4,340558.8,861597.6,1903675.2
3.92,1.7000000000000004,4080.000000000001,4361.57,3.66,69934.2,331628.4,855016.8,1901793.6
3.92,1.8000000000000005,4320.000000000001,4381.15,3.86,59829.0,322698.0,848436.0,1899912.0
3.92,1.9000000000000006,4560.000000000002,4400.74,4.06,49724.4,313768.8,841857.6,1898035.2
3.92,2.0000000000000004,4800.000000000001,4420.32,4.25,39619.2,304838.4,835276.8,1896153.6
3.92,2.1000000000000005,5040.000000000001,4439.9,4.45,29514.0,295908.0,828696.0,1894272.0
3.92,2.2000000000000006,5280.000000000002,4459.49,4.64,19409.4,286978.8,822117.6,1892395.2
3.92,2.3000000000000007,5520.000000000002,4479.07,4.83,9304.2,278048.4,815536.8,1890513.6
3.92,2.400000000000001,5760.000000000002,4498.65,5.01,-801.0,269118.0,808956.0,1888632.0
3.92,2.500000000000001,6000.000000000002,4518.24,5.2,-10905.6,260188.8,802377.6,1886755.2
3.92,2.600000000000001,6240.000000000003,4537.82,5.39,-21010.8,251258.4,795796.8,1884873.6
3.92,2.700000000000001,6480.000000000003,4557.4,5.57,-31116.0,242328.0,789216.0,1882992.0
3.92,2.800000000000001,6720.000000000003,4576.99,5.75,-41220.6,233398.8,782637.6,1881115.2
3.92,2.9000000000000012,6960.000000000003,4596.57,5.93,-51325.8,224468.4,776056.8,1879233.6
3.92,3.0000000000000013,7200.000000000004,4616.15,6.11,-61431.0,215538.0,769476.0,1877352.0
4.0,0.6,1440.0,4156.92,1.39,180295.2,429710.4,928540.8,1926201.6
4.0,0.7,1680.0,4176.92,1.61,169975.2,420590.4,921820.8,1924281.6
4.0,0.7999999999999999,1919.9999999999998,4196.92,1.83,159655.2,411470.4,915100.8,1922361.6
4.0,0.8999999999999999,2160.0,4216.92,2.05,149335.2,402350.4,908380.8,1920441.6
4.0,0.9999999999999999,2399.9999999999995,4236.92,2.27,139015.2,393230.4,901660.8,1918521.6
4.0,1.0999999999999999,2639.9999999999995,4256.92,2.48,128695.2,384110.4,894940.8,1916601.6
4.0,1.2,2880.0,4276.92,2.69,118375.2,374990.4,888220.8,1914681.6
4.0,1.3,3120.0,4296.92,2.9,108055.2,365870.4,881500.8,1912761.6
4.0,1.4000000000000001,3360.0000000000005,4316.92,3.11,97735.2,356750.4,874780.8,1910841.6
4.0,1.5000000000000002,3600.0000000000005,4336.92,3.32,87415.2,347630.4,868060.8,1908921.6
4.0,1.6000000000000003,3840.000000000001,4356.92,3.53,77095.2,338510.4,861340.8,1907001.6
4.0,1.7000000000000004,4080.000000000001,4376.92,3.73,66775.2,329390.4,854620.8,1905081.6
4.0,1.8000000000000005,4320.000000000001,4396.92,3.93,56455.2,320270.4,847900.8,1903161.6
4.0,1.9000000000000006,4560.000000000002,4416.92,4.13,46135.2,311150.4,841180.8,1901241.6
4.0,2.0000000000000004,4800.000000000001,4436.92,4.33,35815.2,302030.4,834460.8,1899321.6
4.0,2.1000000000000005,5040.000000000001,4456.92,4.52,25495.2,292910.4,827740.8,1897401.6
4.0,2.2000000000000006,5280.000000000002,4476.92,4.72,15175.2,283790.4,821020.8,1895481.6
4.0,2.3000000000000007,5520.000000000002,4496.92,4.91,4855.2,274670.4,814300.8,1893561.6
4.0,2.400000000000001,5760.000000000002,4516.92,5.1,-5464.8,265550.4,807580.8,1891641.6
4.0,2.500000000000001,6000.000000000002,4536.92,5.29,-15784.8,256430.4,800860.8,1889721.6
4.0,2.600000000000001,6240.000000000003,4556.92,5.48,-26104.8,247310.4,794140.8,1887801.6
4.0,2.700000000000001,6480.000000000003,4576.92,5.66,-36424.8,238190.4,787420.8,1885881.6
4.0,2.800000000000001,6720.000000000003,4596.92,5.85,-46744.8,229070.4,780700.8,1883961.6
4.0,2.9000000000000012,6960.000000000003,4616.92,6.03,-57064.8,219950.4,773980.8,1882041.6
4.0,3.0000000000000013,7200.000000000004,4636.92,6.21,-67384.8,210830.4,767260.8,1880121.6
4.08,0.6,1440.0,4167.69,1.41,179501.4,429562.8,929685.6,1929931.2
4.08,0.7,1680.0,4188.11,1.64,168966.6,420253.2,922826.4,1927972.8
4.08,0.7999999999999999,1919.9999999999998,4208.53,1.86,158431.8,410943.6,915967.2,1926014.4
4.08,0.8999999999999999,2160.0,4228.94,2.09,147896.4,401632.8,909105.6,1924051.2
4.08,0.9999999999999999,2399.9999999999995,4249.36,2.31,137361.6,392323.2,902246.4,1922092.8
4.08,1.0999999999999999,2639.9999999999995,4269.78,2.52,126826.8,383013.6,895387.2,1920134.4
4.08,1.2,2880.0,4290.19,2.74,116291.4,373702.8,888525.6,1918171.2
4.08,1.3,3120.0,4310.61,2.96,105756.6,364393.2,881666.4,1916212.8
4.08,1.4000000000000001,3360.0000000000005,4331.03,3.17,95221.8,355083.6,874807.2,1914254.4
4.08,1.5000000000000002,3600.0000000000005,4351.44,3.38,84686.4,345772.8,867945.6,1912291.2
4.08,1.6000000000000003,3840.000000000001,4371.86,3.59,74151.6,336463.2,861086.4,1910332.8
4.08,1.7000000000000004,4080.000000000001,4392.28,3.79,63616.8,327153.6,854227.2,1908374.4
4.08,1.8000000000000005,4320.000000000001,4412.69,4.0,53081.4,317842.8,847365.6,1906411.2
4.08,1.9000000000000006,4560.000000000002,4433.11,4.2,42546.6,308533.2,840506.4,1904452.8
4.08,2.0000000000000004,4800.000000000001,4453.53,4.4,32011.8,299223.6,833647.2,1902494.4
4.08,2.1000000000000005,5040.000000000001,4473.94,4.6,21476.4,289912.8,826785.6,1900531.2
4.08,2.2000000000000006,5280.000000000002,4494.36,4.8,10941.6,280603.2,819926.4,1898572.8
4.08,2.3000000000000007,5520.000000000002,4514.78,4.99,406.8,271293.6,813067.2,1896614.4
4.08,2.400000000000001,5760.000000000002,4535.19,5.19,-10128.6,261982.8,806205.6,1894651.2
4.08,2.500000000000001,6000.000000000002,4555.61,5.38,-20663.4,252673.2,799346.4,1892692.8
4.08,2.600000000000001,6240.000000000003,4576.03,5.57,-31198.2,243363.6,792487.2,1890734.4
4.08,2.700000000000001,6480.000000000003,4596.44,5.76,-41733.6,234052.8,785625.6,1888771.2
4.08,2.800000000000001,6720.000000000003,4616.86,5.94,-52268.4,224743.2,778766.4,1886812.8
4.08,2.9000000000000012,6960.000000000003,4637.28,6.13,-62803.2,215433.6,771907.2,1884854.4
4.08,3.0000000000000013,7200.000000000004,4657.69,6.31,-73338.6,206122.8,765045.6,1882891.2
4.17,0.6,1440.0,4178.46,1.44,178707.6,429415.2,930830.4,1933660.8
4.17,0.7,1680.0,4199.29,1.67,167957.4,419914.8,923829.6,1931659.2
4.17,0.7999999999999999,1919.9999999999998,4220.13,1.9,157207.8,410415.6,916831.2,1929662.4
4.17,0.8999999999999999,2160.0,4240.96,2.12,146457.6,400915.2,909830.4,1927660.8
4.17,0.9999999999999999,2399.9999999999995,4261.79,2.35,135707.4,391414.8,902829.6,1925659.2
4.17,1.0999999999999999,2639.9999999999995,4282.63,2.57,124957.8,381915.6,895831.2,1923662.4
4.17,1.2,2880.0,4303.46,2.79,114207.6,372415.2,888830.4,1921660.8
4.17,1.3,3120.0,4324.29,3.01,103457.4,362914.8,881829.6,1919659.2
4.17,1.4000000000000001,3360.0000000000005,4345.13,3.22,92707.8,353415.6,874831.2,1917662.4
4.17,1.5000000000000002,3600.0000000000005,4365.96,3.44,81957.6,343915.2,867830.4,1915660.8
4.17,1.6000000000000003,3840.000000000001,4386.79,3.65,71207.4,334414.8,860829.6,1913659.2
4.17,1.7000000000000004,4080.000000000001,4407.63,3.86,60457.8,324915.6,853831.2,1911662.4
4.17,1.8000000000000005,4320.000000000001,4428.46,4.06,49707.6,315415.2,846830.4,1909660.8
4.17,1.9000000000000006,4560.000000000002,4449.29,4.27,38957.4,305914.8,839829.6,1907659.2
4.17,2.0000000000000004,4800.000000000001,4470.13,4.47,28207.8,296415.6,832831.2,1905662.4
4.17,2.1000000000000005,5040.000000000001,4490.96,4.68,17457.6,286915.2,825830.4,1903660.8
4.17,2.2000000000000006,5280.000000000002,4511.79,4.88,6707.4,277414.8,818829.6,1901659.2
4.17,2.3000000000000007,5520.000000000002,4532.63,5.07,-4042.2,267915.6,811831.2,1899662.4
4.17,2.400000000000001,5760.000000000002,4553.46,5.27,-14792.4,258415.2,804830.4,1897660.8
4.17,2.500000000000001,6000.000000000002,4574.29,5.47,-25542.6,248914.8,797829.6,1895659.2
4.17,2.600000000000001,6240.000000000003,4595.13,5.66,-36292.2,239415.6,790831.2,1893662.4
4.17,2.700000000000001,6480.000000000003,4615.96,5.85,-47042.4,229915.2,783830.4,1891660.8
4.17,2.800000000000001,6720.000000000003,4636.79,6.04,-57792.6,220414.8,776829.6,1889659.2
4.17,2.9000000000000012,6960.000000000003,4657.63,6.23,-68542.2,210915.6,769831.2,1887662.4
4.17,3.0000000000000013,7200.000000000004,4678.46,6.41,-79292.4,201415.2,762830.4,1885660.8
4.25,0.6,1440.0,4189.23,1.46,177913.8,429267.6,931975.2,1937390.4
4.25,0.7,1680.0,4210.48,1.7,166948.8,419577.6,924835.2,1935350.4
4.25,0.7999999999999999,1919.9999999999998,4231.73,1.93,155983.8,409887.6,917695.2,1933310.4
4.25,0.8999999999999999,2160.0,4252.98,2.16,145018.8,400197.6,910555.2,1931270.4
4.25,0.9999999999999999,2399.9999999999995,4274.23,2.39,134053.8,390507.6,903415.2,1929230.4
4.25,1.0999999999999999,2639.9999999999995,4295.48,2.61,123088.8,380817.6,896275.2,1927190.4
4.25,1.2,2880.0,4316.73,2.84,112123.8,371127.6,889135.2,1925150.4
4.25,1.3,3120.0,4337.98,3.06,101158.8,361437.6,881995.2,1923110.4
4.25,1.4000000000000001,3360.0000000000005,4359.23,3.28,90193.8,351747.6,874855.2,1921070.4
4.25,1.5000000000000002,3600.0000000000005,4380.48,3.49,79228.8,342057.6,867715.2,1919030.4
4.25,1.6000000000000003,3840.000000000001,4401.73,3.71,68263.8,332367.6,860575.2,1916990.4
4.25,1.7000000000000004,4080.000000000001,4422.98,3.92,57298.8,322677.6,853435.2,1914950.4
4.25,1.8000000000000005,4320.000000000001,4444.23,4.13,46333.8,312987.6,846295.2,1912910.4
4.25,1.9000000000000006,4560.000000000002,4465.48,4.34,35368.8,303297.6,839155.2,1910870.4
4.25,2.0000000000000004,4800.000000000001,4486.73,4.55,24403.8,293607.6,832015.2,1908830.4
4.25,2.1000000000000005,5040.000000000001,4507.98,4.75,13438.8,283917.6,824875.2,1906790.4
4.25,2.2000000000000006,5280.000000000002,4529.23,4.95,2473.8,274227.6,817735.2,1904750.4
4.25,2.3000000000000007,5520.000000000002,4550.48,5.16,-8491.2,264537.6,810595.2,1902710.4
4.25,2.400000000000001,5760.000000000002,4571.73,5.35,-19456.2,254847.6,803455.2,1900670.4
4.25,2.500000000000001,6000.000000000002,4592.98,5.55,-30421.2,245157.6,796315.2,1898630.4
4.25,2.600000000000001,6240.000000000003,4614.23,5.75,-41386.2,235467.6,789175.2,1896590.4
4.25,2.700000000000001,6480.000000000003,4635.48,5.94,-52351.2,225777.6,782035.2,1894550.4
4.25,2.800000000000001,6720.000000000003,4656.73,6.13,-63316.2,216087.6,774895.2,1892510.4
4.25,2.9000000000000012,6960.000000000003,4677.98,6.32,-74281.2,206397.6,767755.2,1890470.4
4.25,3.0000000000000013,7200.000000000004,4699.23,6.51,-85246.2,196707.6,760615.2,1888430.4
4.33,0.6,1440.0,4200.0,1.49,177120.0,429120.0,933120.0,1941120.0
4.33,0.7,1680.0,4221.67,1.72,165940.2,419240.4,925840.8,1939041.6
4.33,0.7999999999999999,1919.9999999999998,4243.33,1.96,154759.8,409359.6,918559.2,1936958.4
4.33,0.8999999999999999,2160.0,4265.0,2.19,143580.0,399480.0,911280.0,1934880.0
4.33,0.9999999999999999,2399.9999999999995,4286.67,2.43,132400.2,389600.4,904000.8,1932801.6
4.33,1.0999999999999999,2639.9999999999995,4308.33,2.66,121219.8,379719.6,896719.2,1930718.4
4.33,1.2,2880.0,4330.0,2.88,110040.0,369840.0,889440.0,1928640.0
4.33,1.3,3120.0,4351.67,3.11,98860.2,359960.4,882160.8,1926561.6
4.33,1.4000000000000001,3360.0000000000005,4373.33,3.33,87679.8,350079.6,874879.2,1924478.4
4.33,1.5000000000000002,3600.0000000000005,4395.0,3.55,76500.0,340200.0,867600.0,1922400.0
4.33,1.6000000000000003,3840.000000000001,4416.67,3.77,65320.2,330320.4,860320.8,1920321.6
4.33,1.7000000000000004,4080.000000000001,4438.33,3.98,54139.8,320439.6,853039.2,1918238.4
4.33,1.8000000000000005,4320.000000000001,4460.0,4.2,42960.0,310560.0,845760.0,1916160.0
4.33,1.9000000000000006,4560.000000000002,4481.67,4.41,31780.2,300680.4,838480.8,1914081.6
4.33,2.0000000000000004,4800.000000000001,4503.33,4.62,20599.8,290799.6,831199.2,1911998.4
4.33,2.1000000000000005,5040.000000000001,4525.0,4.83,9420.0,280920.0,823920.0,1909920.0
4.33,2.2000000000000006,5280.000000000002,4546.67,5.03,-1759.8,271040.4,816640.8,1907841.6
4.33,2.3000000000000007,5520.000000000002,4568.33,5.24,-12940.2,261159.6,809359.2,1905758.4
4.33,2.400000000000001,5760.000000000002,4590.0,5.44,-24120.0,251280.0,802080.0,1903680.0
4.33,2.500000000000001,6000.000000000002,4611.67,5.64,-35299.8,241400.4,794800.8,1901601.6
4.33,2.600000000000001,6240.000000000003,4633.33,5.84,-46480.2,231519.6,787519.2,1899518.4
4.33,2.700000000000001,6480.000000000003,4655.0,6.03,-57660.0,221640.0,780240.0,1897440.0
4.33,2.800000000000001,6720.000000000003,4676.67,6.23,-68839.8,211760.4,772960.8,1895361.6
4.33,2.9000000000000012,6960.000000000003,4698.33,6.42,-80020.2,201879.6,765679.2,1893278.4
4.33,3.0000000000000013,7200.000000000004,4720.0,6.61,-91200.0,192000.0,758400.0,1891200.0
4.42,0.6,1440.0,4210.77,1.51,176326.2,428972.4,934264.8,1944849.6
4.42,0.7,1680.0,4232.85,1.75,164931.0,418902.0,926844.0,1942728.0
4.42,0.7999999999999999,1919.9999999999998,4254.94,1.99,153536.4,408832.8,919425.6,1940611.2
4.42,0.8999999999999999,2160.0,4277.02,2.23,142141.2,398762.4,912004.8,1938489.6
4.42,0.9999999999999999,2399.9999999999995,4299.1,2.47,130746.0,388692.0,904584.0,1936368.0
4.42,1.0999999999999999,2639.9999999999995,4321.19,2.7,119351.4,378622.8,897165.6,1934251.2
4.42,1.2,2880.0,4343.27,2.93,107956.2,368552.4,889744.8,1932129.6
4.42,1.3,3120.0,4365.35,3.16,96561.0,358482.0,882324.0,1930008.0
4.42,1.4000000000000001,3360.0000000000005,4387.44,3.38,85166.4,348412.8,874905.6,1927891.2
4.42,1.5000000000000002,3600.0000000000005,4409.52,3.61,73771.2,338342.4,867484.8,1925769.6
4.42,1.6000000000000003,3840.000000000001,4431.6,3.83,62376.0,328272.0,860064.0,1923648.0
4.42,1.7000000000000004,4080.000000000001,4453.69,4.05,50981.4,318202.8,852645.6,1921531.2
4.42,1.8000000000000005,4320.000000000001,4475.77,4.26,39586.2,308132.4,845224.8,1919409.6
4.42,1.9000000000000006,4560.000000000002,4497.85,4.48,28191.0,298062.0,837804.0,1917288.0
4.42,2.0000000000000004,4800.000000000001,4519.94,4.69,16796.4,287992.8,830385.6,1915171.2
4.42,2.1000000000000005,5040.000000000001,4542.02,4.9,5401.2,277922.4,822964.8,1913049.6
4.42,2.2000000000000006,5280.000000000002,4564.1,5.11,-5994.0,267852.0,815544.0,1910928.0
4.42,2.3000000000000007,5520.000000000002,4586.19,5.32,-17388.6,257782.8,808125.6,1908811.2
4.42,2.400000000000001,5760.000000000002,4608.27,5.52,-28783.8,247712.4,800704.8,1906689.6
4.42,2.500000000000001,6000.000000000002,4630.35,5.72,-40179.0,237642.0,793284.0,1904568.0
4.42,2.600000000000001,6240.000000000003,4652.44,5.92,-51573.6,227572.8,785865.6,1902451.2
4.42,2.700000000000001,6480.000000000003,4674.52,6.12,-62968.8,217502.4,778444.8,1900329.6
4.42,2.800000000000001,6720.000000000003,4696.6,6.32,-74364.0,207432.0,771024.0,1898208.0
4.42,2.9000000000000012,6960.000000000003,4718.69,6.51,-85758.6,197362.8,763605.6,1896091.2
4.42,3.0000000000000013,7200.000000000004,4740.77,6.71,-97153.8,187292.4,756184.8,1893969.6
4.5,0.6,1440.0,4221.54,1.53,175532.4,428824.8,935409.6,1948579.2
4.5,0.7,1680.0,4244.04,1.78,163922.4,418564.8,927849.6,1946419.2
4.5,0.7999999999999999,1919.9999999999998,4266.54,2.03,152312.4,408304.8,920289.6,1944259.2
4.5,0.8999999999999999,2160.0,4289.04,2.27,140702.4,398044.8,912729.6,1942099.2
4.5,0.9999999999999999,2399.9999999999995,4311.54,2.5,129092.4,387784.8,905169.6,1939939.2
4.5,1.0999999999999999,2639.9999999999995,4334.04,2.74,117482.4,377524.8,897609.6,1937779.2
4.5,1.2,2880.0,4356.54,2.97,105872.4,367264.8,890049.6,1935619.2
4.5,1.3,3120.0,4379.04,3.21,94262.4,357004.8,882489.6,1933459.2
4.5,1.4000000000000001,3360.0000000000005,4401.54,3.44,82652.4,346744.8,874929.6,1931299.2
4.5,1.5000000000000002,3600.0000000000005,4424.04,3.66,71042.4,336484.8,867369.6,1929139.2
4.5,1.6000000000000003,3840.000000000001,4446.54,3.89,59432.4,326224.8,859809.6,1926979.2
4.5,1.7000000000000004,4080.000000000001,4469.04,4.11,47822.4,315964.8,852249.6,1924819.2
4.5,1.8000000000000005,4320.000000000001,4491.54,4.33,36212.4,305704.8,844689.6,1922659.2
4.5,1.9000000000000006,4560.000000000002,4514.04,4.55,24602.4,295444.8,837129.6,1920499.2
4.5,2.0000000000000004,4800.000000000001,4536.54,4.76,12992.4,285184.8,829569.6,1918339.2
4.5,2.1000000000000005,5040.000000000001,4559.04,4.97,1382.4,274924.8,822009.6,1916179.2
4.5,2.2000000000000006,5280.000000000002,4581.54,5.19,-10227.6,264664.8,814449.6,1914019.2
4.5,2.3000000000000007,5520.000000000002,4604.04,5.4,-21837.6,254404.8,806889.6,1911859.2
4.5,2.400000000000001,5760.000000000002,4626.54,5.6,-33447.6,244144.8,799329.6,1909699.2
4.5,2.500000000000001,6000.000000000002,4649.04,5.81,-45057.6,233884.8,791769.6,1907539.2
4.5,2.600000000000001,6240.000000000003,4671.54,6.01,-56667.6,223624.8,784209.6,1905379.2
4.5,2.700000000000001,6480.000000000003,4694.04,6.21,-68277.6,213364.8,776649.6,1903219.2
4.5,2.800000000000001,6720.000000000003,4716.54,6.41,-79887.6,203104.8,769089.6,1901059.2
4.5,2.9000000000000012,6960.000000000003,4739.04,6.61,-91497.6,192844.8,761529.6,1898899.2
4.5,3.0000000000000013,7200.000000000004,4761.54,6.8,-103107.6,182584.8,753969.6,1896739.2
4.58,0.6,1440.0,4232.31,1.56,174738.6,428677.2,936554.4,1952308.8
4.58,0.7,1680.0,4255.22,1.81,162913.2,418226.4,928852.8,1950105.6
4.58,0.7999999999999999,1919.9999999999998,4278.14,2.06,151088.4,407776.8,921153.6,1947907.2
4.58,0.8999999999999999,2160.0,4301.06,2.3,139263.6,397327.2,913454.4,1945708.8
4.58,0.9999999999999999,2399.9999999999995,4323.97,2.54,127438.2,386876.4,905752.8,1943505.6
4.58,1.0999999999999999,2639.9999999999995,4346.89,2.78,115613.4,376426.8,898053.6,1941307.2
4.58,1.2,2880.0,4369.81,3.02,103788.6,365977.2,890354.4,1939108.8
4.58,1.3,3120.0,4392.72,3.26,91963.2,355526.4,882652.8,1936905.6
4.58,1.4000000000000001,3360.0000000000005,4415.64,3.49,80138.4,345076.8,874953.6,1934707.2
4.58,1.5000000000000002,3600.0000000000005,4438.56,3.72,68313.6,334627.2,867254.4,1932508.8
4.58,1.6000000000000003,3840.000000000001,4461.47,3.94,56488.2,324176.4,859552.8,1930305.6
4.58,1.7000000000000004,4080.000000000001,4484.39,4.17,44663.4,313726.8,851853.6,1928107.2
4.58,1.8000000000000005,4320.000000000001,4507.31,4.39,32838.6,303277.2,844154.4,1925908.8
4.58,1.9000000000000006,4560.000000000002,4530.22,4.61,21013.2,292826.4,836452.8,1923705.6
4.58,2.0000000000000004,4800.000000000001,4553.14,4.83,9188.4,282376.8,828753.6,1921507.2
4.58,2.1000000000000005,5040.000000000001,4576.06,5.05,-2636.4,271927.2,821054.4,1919308.8
4.58,2.2000000000000006,5280.000000000002,4598.97,5.26,-14461.8,261476.4,813352.8,1917105.6
4.58,2.3000000000000007,5520.000000000002,4621.89,5.47,-26286.6,251026.8,805653.6,1914907.2
4.58,2.400000000000001,5760.000000000002,4644.81,5.68,-38111.4,240577.2,797954.4,1912708.8
4.58,2.500000000000001,6000.000000000002,4667.72,5.89,-49936.8,230126.4,790252.8,1910505.6
4.58,2.600000000000001,6240.000000000003,4690.64,6.1,-61761.6,219676.8,782553.6,1908307.2
4.58,2.700000000000001,6480.000000000003,4713.56,6.3,-73586.4,209227.2,774854.4,1906108.8
4.58,2.800000000000001,6720.000000000003,4736.47,6.5,-85411.8,198776.4,767152.8,1903905.6
4.58,2.9000000000000012,6960.000000000003,4759.39,6.7,-97236.6,188326.8,759453.6,1901707.2
4.58,3.0000000000000013,7200.000000000004,4782.31,6.9,-109061.4,177877.2,751754.4,1899508.8
4.67,0.6,1440.0,4243.08,1.58,173944.8,428529.6,937699.2,1956038.4
4.67,0.7,1680.0,4266.41,1.84,161904.6,417889.2,929858.4,1953796.8
4.67,0.7999999999999999,1919.9999999999998,4289.74,2.09,149864.4,407248.8,922017.6,1951555.2
4.67,0.8999999999999999,2160.0,4313.08,2.34,137824.8,396609.6,914179.2,1949318.4
4.67,0.9999999999999999,2399.9999999999995,4336.41,2.58,125784.6,385969.2,906338.4,1947076.8
4.67,1.0999999999999999,2639.9999999999995,4359.74,2.83,113744.4,375328.8,898497.6,1944835.2
4.67,1.2,2880.0,4383.08,3.07,101704.8,364689.6,890659.2,1942598.4
4.67,1.3,3120.0,4406.41,3.3,89664.6,354049.2,882818.4,1940356.8
4.67,1.4000000000000001,3360.0000000000005,4429.74,3.54,77624.4,343408.8,874977.6,1938115.2
4.67,1.5000000000000002,3600.0000000000005,4453.08,3.77,65584.8,332769.6,867139.2,1935878.4
4.67,1.6000000000000003,3840.000000000001,4476.41,4.0,53544.6,322129.2,859298.4,1933636.8
4.67,1.7000000000000004,4080.000000000001,4499.74,4.23,41504.4,311488.8,851457.6,1931395.2
4.67,1.8000000000000005,4320.000000000001,4523.08,4.46,29464.8,300849.6,843619.2,1929158.4
4.67,1.9000000000000006,4560.000000000002,4546.41,4.68,17424.6,290209.2,835778.4,1926916.8
4.67,2.0000000000000004,4800.000000000001,4569.74,4.9,5384.4,279568.8,827937.6,1924675.2
4.67,2.1000000000000005,5040.000000000001,4593.08,5.12,-6655.2,268929.6,820099.2,1922438.4
4.67,2.2000000000000006,5280.000000000002,4616.41,5.34,-18695.4,258289.2,812258.4,1920196.8
4.67,2.3000000000000007,5520.000000000002,4639.74,5.55,-30735.6,247648.8,804417.6,1917955.2
4.67,2.400000000000001,5760.000000000002,4663.08,5.76,-42775.2,237009.6,796579.2,1915718.4
4.67,2.500000000000001,6000.000000000002,4686.41,5.97,-54815.4,226369.2,788738.4,1913476.8
4.67,2.600000000000001,6240.000000000003,4709.74,6.18,-66855.6,215728.8,780897.6,1911235.2
4.67,2.700000000000001,6480.000000000003,4733.08,6.39,-78895.2,205089.6,773059.2,1908998.4
4.67,2.800000000000001,6720.000000000003,4756.41,6.59,-90935.4,194449.2,765218.4,1906756.8
4.67,2.9000000000000012,6960.000000000003,4779.74,6.8,-102975.6,183808.8,757377.6,1904515.2
4.67,3.0000000000000013,7200.000000000004,4803.08,7.0,-115015.2,173169.6,749539.2,1902278.4
4.75,0.6,1440.0,4253.85,1.61,173151.0,428382.0,938844.0,1959768.0
4.75,0.7,1680.0,4277.6,1.87,160896.0,417552.0,930864.0,1957488.0
4.75,0.7999999999999999,1919.9999999999998,4301.35,2.12,148641.0,406722.0,922884.0,1955208.0
4.75,0.8999999999999999,2160.0,4325.1,2.37,136386.0,395892.0,914904.0,1952928.0
4.75,0.9999999999999999,2399.9999999999995,4348.85,2.62,124131.0,385062.0,906924.0,1950648.0
4.75,1.0999999999999999,2639.9999999999995,4372.6,2.87,111876.0,374232.0,898944.0,1948368.0
4.75,1.2,2880.0,4396.35,3.11,99621.0,363402.0,890964.0,1946088.0
4.75,1.3,3120.0,4420.1,3.35,87366.0,352572.0,882984.0,1943808.0
4.75,1.4000000000000001,3360.0000000000005,4443.85,3.59,75111.0,341742.0,875004.0,1941528.0
4.75,1.5000000000000002,3600.0000000000005,4467.6,3.83,62856.0,330912.0,867024.0,1939248.0
4.75,1.6000000000000003,3840.000000000001,4491.35,4.06,50601.0,320082.0,859044.0,1936968.0
4.75,1.7000000000000004,4080.000000000001,4515.1,4.29,38346.0,309252.0,851064.0,1934688.0
4.75,1.8000000000000005,4320.000000000001,4538.85,4.52,26091.0,298422.0,843084.0,1932408.0
4.75,1.9000000000000006,4560.000000000002,4562.6,4.75,13836.0,287592.0,835104.0,1930128.0
