n,x,monthly_payment,monthly_return,profit_after_yrs,5yrs,10yrs,20yrs,40yrs
2.92,1.0999999999999999,2639.9999999999995,4089.84,1.88,152990.4,398380.8,889161.6,1870723.2
2.92,1.2,2880.0,4104.42,2.05,145465.2,391730.4,884260.8,1869321.6
2.92,1.3,3120.0,4119.01,2.21,137940.6,385081.2,879362.4,1867924.8
2.92,1.4000000000000001,3360.0000000000005,4133.59,2.37,130415.4,378430.8,874461.6,1866523.2
2.92,1.5000000000000002,3600.0000000000005,4148.17,2.53,122890.2,371780.4,869560.8,1865121.6
2.92,1.6000000000000003,3840.000000000001,4162.76,2.69,115365.6,365131.2,864662.4,1863724.8
2.92,1.7000000000000004,4080.000000000001,4177.34,2.85,107840.4,358480.8,859761.6,1862323.2
2.92,1.8000000000000005,4320.000000000001,4191.92,3.01,100315.2,351830.4,854860.8,1860921.6
2.92,1.9000000000000006,4560.000000000002,4206.51,3.16,92790.6,345181.2,849962.4,1859524.8
2.92,2.0000000000000004,4800.000000000001,4221.09,3.32,85265.4,338530.8,845061.6,1858123.2
2.92,2.1000000000000005,5040.000000000001,4235.67,3.47,77740.2,331880.4,840160.8,1856721.6
2.92,2.2000000000000006,5280.000000000002,4250.26,3.62,70215.6,325231.2,835262.4,1855324.8
2.92,2.3000000000000007,5520.000000000002,4264.84,3.78,62690.4,318580.8,830361.6,1853923.2
2.92,2.400000000000001,5760.000000000002,4279.42,3.93,55165.2,311930.4,825460.8,1852521.6
2.92,2.500000000000001,6000.000000000002,4294.01,4.08,47640.6,305281.2,820562.4,1851124.8
2.92,2.600000000000001,6240.000000000003,4308.59,4.22,40115.4,298630.8,815661.6,1849723.2
2.92,2.700000000000001,6480.000000000003,4323.17,4.37,32590.2,291980.4,810760.8,1848321.6
2.92,2.800000000000001,6720.000000000003,4337.76,4.52,25065.6,285331.2,805862.4,1846924.8
2.92,2.9000000000000012,6960.000000000003,4352.34,4.66,17540.4,278680.8,800961.6,1845523.2
2.92,3.0000000000000013,7200.000000000004,4366.92,4.81,10015.2,272030.4,796060.8,1844121.6
3.0,0.6,1440.0,4027.69,1.07,189821.4,431482.8,914805.6,1881451.2
3.0,0.7,1680.0,4042.69,1.25,182081.4,424642.8,909765.6,1880011.2
3.0,0.7999999999999999,1919.9999999999998,4057.69,1.42,174341.4,417802.8,904725.6,1878571.2
3.0,0.8999999999999999,2160.0,4072.69,1.59,166601.4,410962.8,899685.6,1877131.2
3.0,0.9999999999999999,2399.9999999999995,4087.69,1.76,158861.4,404122.8,894645.6,1875691.2
3.0,1.0999999999999999,2639.9999999999995,4102.69,1.93,151121.4,397282.8,889605.6,1874251.2
3.0,1.2,2880.0,4117.69,2.1,143381.4,390442.8,884565.6,1872811.2
3.0,1.3,3120.0,4132.69,2.26,135641.4,383602.8,879525.6,1871371.2
3.0,1.4000000000000001,3360.0000000000005,4147.69,2.43,127901.4,376762.8,874485.6,1869931.2
3.0,1.5000000000000002,3600.0000000000005,4162.69,2.59,120161.4,369922.8,869445.6,1868491.2
3.0,1.6000000000000003,3840.000000000001,4177.69,2.76,112421.4,363082.8,864405.6,1867051.2
3.0,1.7000000000000004,4080.000000000001,4192.69,2.92,104681.4,356242.8,859365.6,1865611.2
3.0,1.8000000000000005,4320.000000000001,4207.69,3.08,96941.4,349402.8,854325.6,1864171.2
3.0,1.9000000000000006,4560.000000000002,4222.69,3.24,89201.4,342562.8,849285.6,1862731.2
3.0,2.0000000000000004,4800.000000000001,4237.69,3.4,81461.4,335722.8,844245.6,1861291.2
3.0,2.1000000000000005,5040.000000000001,4252.69,3.56,73721.4,328882.8,839205.6,1859851.2
3.0,2.2000000000000006,5280.000000000002,4267.69,3.71,65981.4,322042.8,834165.6,1858411.2
3.0,2.3000000000000007,5520.000000000002,4282.69,3.87,58241.4,315202.8,829125.6,1856971.2
3.0,2.400000000000001,5760.000000000002,4297.69,4.02,50501.4,308362.8,824085.6,1855531.2
3.0,2.500000000000001,6000.000000000002,4312.69,4.17,42761.4,301522.8,819045.6,1854091.2
3.0,2.600000000000001,6240.000000000003,4327.69,4.33,35021.4,294682.8,814005.6,1852651.2
3.0,2.700000000000001,6480.000000000003,4342.69,4.48,27281.4,287842.8,808965.6,1851211.2
3.0,2.800000000000001,6720.000000000003,4357.69,4.63,19541.4,281002.8,803925.6,1849771.2
3.0,2.9000000000000012,6960.000000000003,4372.69,4.78,11801.4,274162.8,798885.6,1848331.2
3.0,3.0000000000000013,7200.000000000004,4387.69,4.92,4061.4,267322.8,793845.6,1846891.2
3.08,0.6,1440.0,4038.46,1.1,189027.6,431335.2,915950.4,1885180.8
3.08,0.7,1680.0,4053.88,1.28,181072.8,424305.6,910771.2,1883702.4
3.08,0.7999999999999999,1919.9999999999998,4069.29,1.45,173117.4,417274.8,905589.6,1882219.2
3.08,0.8999999999999999,2160.0,4084.71,1.63,165162.6,410245.2,900410.4,1880740.8
3.08,0.9999999999999999,2399.9999999999995,4100.13,1.8,157207.8,403215.6,895231.2,1879262.4
3.08,1.0999999999999999,2639.9999999999995,4115.54,1.98,149252.4,396184.8,890049.6,1877779.2
3.08,1.2,2880.0,4130.96,2.15,141297.6,389155.2,884870.4,1876300.8
3.08,1.3,3120.0,4146.38,2.32,133342.8,382125.6,879691.2,1874822.4
3.08,1.4000000000000001,3360.0000000000005,4161.79,2.49,125387.4,375094.8,874509.6,1873339.2
3.08,1.5000000000000002,3600.0000000000005,4177.21,2.66,117432.6,368065.2,869330.4,1871860.8
3.08,1.6000000000000003,3840.000000000001,4192.63,2.82,109477.8,361035.6,864151.2,1870382.4
3.08,1.7000000000000004,4080.000000000001,4208.04,2.99,101522.4,354004.8,858969.6,1868899.2
3.08,1.8000000000000005,4320.000000000001,4223.46,3.15,93567.6,346975.2,853790.4,1867420.8
3.08,1.9000000000000006,4560.000000000002,4238.88,3.32,85612.8,339945.6,848611.2,1865942.4
3.08,2.0000000000000004,4800.000000000001,4254.29,3.48,77657.4,332914.8,843429.6,1864459.2
3.08,2.1000000000000005,5040.000000000001,4269.71,3.64,69702.6,325885.2,838250.4,1862980.8
3.08,2.2000000000000006,5280.000000000002,4285.13,3.8,61747.8,318855.6,833071.2,1861502.4
3.08,2.3000000000000007,5520.000000000002,4300.54,3.96,53792.4,311824.8,827889.6,1860019.2
3.08,2.400000000000001,5760.000000000002,4315.96,4.11,45837.6,304795.2,822710.4,1858540.8
3.08,2.500000000000001,6000.000000000002,4331.38,4.27,37882.8,297765.6,817531.2,1857062.4
3.08,2.600000000000001,6240.000000000003,4346.79,4.43,29927.4,290734.8,812349.6,1855579.2
3.08,2.700000000000001,6480.000000000003,4362.21,4.58,21972.6,283705.2,807170.4,1854100.8
3.08,2.800000000000001,6720.000000000003,4377.63,4.73,14017.8,276675.6,801991.2,1852622.4
3.08,2.9000000000000012,6960.000000000003,4393.04,4.88,6062.4,269644.8,796809.6,1851139.2
3.08,3.0000000000000013,7200.000000000004,4408.46,5.04,-1892.4,262615.2,791630.4,1849660.8
3.17,0.6,1440.0,4049.23,1.13,188233.8,431187.6,917095.2,1888910.4
3.17,0.7,1680.0,4065.06,1.31,180063.6,423967.2,911774.4,1887388.8
3.17,0.7999999999999999,1919.9999999999998,4080.9,1.49,171894.0,416748.0,906456.0,1885872.0
3.17,0.8999999999999999,2160.0,4096.73,1.67,163723.8,409527.6,901135.2,1884350.4
3.17,0.9999999999999999,2399.9999999999995,4112.56,1.85,155553.6,402307.2,895814.4,1882828.8
3.17,1.0999999999999999,2639.9999999999995,4128.4,2.02,147384.0,395088.0,890496.0,1881312.0
3.17,1.2,2880.0,4144.23,2.2,139213.8,387867.6,885175.2,1879790.4
3.17,1.3,3120.0,4160.06,2.37,131043.6,380647.2,879854.4,1878268.8
3.17,1.4000000000000001,3360.0000000000005,4175.9,2.55,122874.0,373428.0,874536.0,1876752.0
3.17,1.5000000000000002,3600.0000000000005,4191.73,2.72,114703.8,366207.6,869215.2,1875230.4
3.17,1.6000000000000003,3840.000000000001,4207.56,2.89,106533.6,358987.2,863894.4,1873708.8
3.17,1.7000000000000004,4080.000000000001,4223.4,3.06,98364.0,351768.0,858576.0,1872192.0
3.17,1.8000000000000005,4320.000000000001,4239.23,3.23,90193.8,344547.6,853255.2,1870670.4
3.17,1.9000000000000006,4560.000000000002,4255.06,3.39,82023.6,337327.2,847934.4,1869148.8
3.17,2.0000000000000004,4800.000000000001,4270.9,3.56,73854.0,330108.0,842616.0,1867632.0
3.17,2.1000000000000005,5040.000000000001,4286.73,3.72,65683.8,322887.6,837295.2,1866110.4
3.17,2.2000000000000006,5280.000000000002,4302.56,3.89,57513.6,315667.2,831974.4,1864588.8
3.17,2.3000000000000007,5520.000000000002,4318.4,4.05,49344.0,308448.0,826656.0,1863072.0
3.17,2.400000000000001,5760.000000000002,4334.23,4.21,41173.8,301227.6,821335.2,1861550.4
3.17,2.500000000000001,6000.000000000002,4350.06,4.37,33003.6,294007.2,816014.4,1860028.8
3.17,2.600000000000001,6240.000000000003,4365.9,4.53,24834.0,286788.0,810696.0,1858512.0
3.17,2.700000000000001,6480.000000000003,4381.73,4.68,16663.8,279567.6,805375.2,1856990.4
3.17,2.800000000000001,6720.000000000003,4397.56,4.84,8493.6,272347.2,800054.4,1855468.8
3.17,2.9000000000000012,6960.000000000003,4413.4,4.99,324.0,265128.0,794736.0,1853952.0
3.17,3.0000000000000013,7200.000000000004,4429.23,5.15,-7846.2,257907.6,789415.2,1852430.4
3.25,0.6,1440.0,4060.0,1.15,187440.0,431040.0,918240.0,1892640.0
3.25,0.7,1680.0,4076.25,1.34,179055.0,423630.0,912780.0,1891080.0
3.25,0.7999999999999999,1919.9999999999998,4092.5,1.52,170670.0,416220.0,907320.0,1889520.0
3.25,0.8999999999999999,2160.0,4108.75,1.71,162285.0,408810.0,901860.0,1887960.0
3.25,0.9999999999999999,2399.9999999999995,4125.0,1.89,153900.0,401400.0,896400.0,1886400.0
3.25,1.0999999999999999,2639.9999999999995,4141.25,2.07,145515.0,393990.0,890940.0,1884840.0
3.25,1.2,2880.0,4157.5,2.25,137130.0,386580.0,885480.0,1883280.0
3.25,1.3,3120.0,4173.75,2.43,128745.0,379170.0,880020.0,1881720.0
3.25,1.4000000000000001,3360.0000000000005,4190.0,2.61,120360.0,371760.0,874560.0,1880160.0
3.25,1.5000000000000002,3600.0000000000005,4206.25,2.78,111975.0,364350.0,869100.0,1878600.0
3.25,1.6000000000000003,3840.000000000001,4222.5,2.96,103590.0,356940.0,863640.0,1877040.0
3.25,1.7000000000000004,4080.000000000001,4238.75,3.13,95205.0,349530.0,858180.0,1875480.0
3.25,1.8000000000000005,4320.000000000001,4255.0,3.3,86820.0,342120.0,852720.0,1873920.0
3.25,1.9000000000000006,4560.000000000002,4271.25,3.47,78435.0,334710.0,847260.0,1872360.0
3.25,2.0000000000000004,4800.000000000001,4287.5,3.64,70050.0,327300.0,841800.0,1870800.0
3.25,2.1000000000000005,5040.000000000001,4303.75,3.81,61665.0,319890.0,836340.0,1869240.0
3.25,2.2000000000000006,5280.000000000002,4320.0,3.97,53280.0,312480.0,830880.0,1867680.0
3.25,2.3000000000000007,5520.000000000002,4336.25,4.14,44895.0,305070.0,825420.0,1866120.0
3.25,2.400000000000001,5760.000000000002,4352.5,4.3,36510.0,297660.0,819960.0,1864560.0
3.25,2.500000000000001,6000.000000000002,4368.75,4.46,28125.0,290250.0,814500.0,1863000.0
3.25,2.600000000000001,6240.000000000003,4385.0,4.62,19740.0,282840.0,809040.0,1861440.0
3.25,2.700000000000001,6480.000000000003,4401.25,4.79,11355.0,275430.0,803580.0,1859880.0
3.25,2.800000000000001,6720.000000000003,4417.5,4.94,2970.0,268020.0,798120.0,1858320.0
3.25,2.9000000000000012,6960.000000000003,4433.75,5.1,-5415.0,260610.0,792660.0,1856760.0
3.25,3.0000000000000013,7200.000000000004,4450.0,5.26,-13800.0,253200.0,787200.0,1855200.0
3.33,0.6,1440.0,4070.77,1.18,186646.2,430892.4,919384.8,1896369.6
3.33,0.7,1680.0,4087.44,1.37,178046.4,423292.8,913785.6,1894771.2
3.33,0.7999999999999999,1919.9999999999998,4104.1,1.56,169446.0,415692.0,908184.0,1893168.0
3.33,0.8999999999999999,2160.0,4120.77,1.75,160846.2,408092.4,902584.8,1891569.6
3.33,0.9999999999999999,2399.9999999999995,4137.44,1.93,152246.4,400492.8,896985.6,1889971.2
3.33,1.0999999999999999,2639.9999999999995,4154.1,2.12,143646.0,392892.0,891384.0,1888368.0
3.33,1.2,2880.0,4170.77,2.3,135046.2,385292.4,885784.8,1886769.6
3.33,1.3,3120.0,4187.44,2.48,126446.4,377692.8,880185.6,1885171.2
3.33,1.4000000000000001,3360.0000000000005,4204.1,2.66,117846.0,370092.0,874584.0,1883568.0
3.33,1.5000000000000002,3600.0000000000005,4220.77,2.84,109246.2,362492.4,868984.8,1881969.6
3.33,1.6000000000000003,3840.000000000001,4237.44,3.02,100646.4,354892.8,863385.6,1880371.2
3.33,1.7000000000000004,4080.000000000001,4254.1,3.2,92046.0,347292.0,857784.0,1878768.0
3.33,1.8000000000000005,4320.000000000001,4270.77,3.37,83446.2,339692.4,852184.8,1877169.6
3.33,1.9000000000000006,4560.000000000002,4287.44,3.55,74846.4,332092.8,846585.6,1875571.2
3.33,2.0000000000000004,4800.000000000001,4304.1,3.72,66246.0,324492.0,840984.0,1873968.0
3.33,2.1000000000000005,5040.000000000001,4320.77,3.89,57646.2,316892.4,835384.8,1872369.6
3.33,2.2000000000000006,5280.000000000002,4337.44,4.06,49046.4,309292.8,829785.6,1870771.2
3.33,2.3000000000000007,5520.000000000002,4354.1,4.23,40446.0,301692.0,824184.0,1869168.0
3.33,2.400000000000001,5760.000000000002,4370.77,4.39,31846.2,294092.4,818584.8,1867569.6
3.33,2.500000000000001,6000.000000000002,4387.44,4.56,23246.4,286492.8,812985.6,1865971.2
3.33,2.600000000000001,6240.000000000003,4404.1,4.72,14646.0,278892.0,807384.0,1864368.0
3.33,2.700000000000001,6480.000000000003,4420.77,4.89,6046.2,271292.4,801784.8,1862769.6
3.33,2.800000000000001,6720.000000000003,4437.44,5.05,-2553.6,263692.8,796185.6,1861171.2
3.33,2.9000000000000012,6960.000000000003,4454.1,5.21,-11154.0,256092.0,790584.0,1859568.0
3.33,3.0000000000000013,7200.000000000004,4470.77,5.37,-19753.8,248492.4,784984.8,1857969.6
3.42,0.6,1440.0,4081.54,1.21,185852.4,430744.8,920529.6,1900099.2
3.42,0.7,1680.0,4098.62,1.4,177037.2,422954.4,914788.8,1898457.6
3.42,0.7999999999999999,1919.9999999999998,4115.71,1.59,168222.6,415165.2,909050.4,1896820.8
3.42,0.8999999999999999,2160.0,4132.79,1.79,159407.4,407374.8,903309.6,1895179.2
3.42,0.9999999999999999,2399.9999999999995,4149.87,1.98,150592.2,399584.4,897568.8,1893537.6
3.42,1.0999999999999999,2639.9999999999995,4166.96,2.16,141777.6,391795.2,891830.4,1891900.8
3.42,1.2,2880.0,4184.04,2.35,132962.4,384004.8,886089.6,1890259.2
3.42,1.3,3120.0,4201.12,2.54,124147.2,376214.4,880348.8,1888617.6
3.42,1.4000000000000001,3360.0000000000005,4218.21,2.72,115332.6,368425.2,874610.4,1886980.8
3.42,1.5000000000000002,3600.0000000000005,4235.29,2.9,106517.4,360634.8,868869.6,1885339.2
3.42,1.6000000000000003,3840.000000000001,4252.37,3.09,97702.2,352844.4,863128.8,1883697.6
3.42,1.7000000000000004,4080.000000000001,4269.46,3.27,88887.6,345055.2,857390.4,1882060.8
3.42,1.8000000000000005,4320.000000000001,4286.54,3.44,80072.4,337264.8,851649.6,1880419.2
3.42,1.9000000000000006,4560.000000000002,4303.62,3.62,71257.2,329474.4,845908.8,1878777.6
3.42,2.0000000000000004,4800.000000000001,4320.71,3.8,62442.6,321685.2,840170.4,1877140.8
3.42,2.1000000000000005,5040.000000000001,4337.79,3.97,53627.4,313894.8,834429.6,1875499.2
3.42,2.2000000000000006,5280.000000000002,4354.87,4.14,44812.2,306104.4,828688.8,1873857.6
3.42,2.3000000000000007,5520.000000000002,4371.96,4.31,35997.6,298315.2,822950.4,1872220.8
3.42,2.400000000000001,5760.000000000002,4389.04,4.48,27182.4,290524.8,817209.6,1870579.2
3.42,2.500000000000001,6000.000000000002,4406.12,4.65,18367.2,282734.4,811468.8,1868937.6
3.42,2.600000000000001,6240.000000000003,4423.21,4.82,9552.6,274945.2,805730.4,1867300.8
3.42,2.700000000000001,6480.000000000003,4440.29,4.99,737.4,267154.8,799989.6,1865659.2
3.42,2.800000000000001,6720.000000000003,4457.37,5.15,-8077.8,259364.4,794248.8,1864017.6
3.42,2.9000000000000012,6960.000000000003,4474.46,5.31,-16892.4,251575.2,788510.4,1862380.8
3.42,3.0000000000000013,7200.000000000004,4491.54,5.48,-25707.6,243784.8,782769.6,1860739.2
3.5,0.6,1440.0,4092.31,1.23,185058.6,430597.2,921674.4,1903828.8
3.5,0.7,1680.0,4109.81,1.43,176028.6,422617.2,915794.4,1902148.8
3.5,0.7999999999999999,1919.9999999999998,4127.31,1.63,166998.6,414637.2,909914.4,1900468.8
3.5,0.8999999999999999,2160.0,4144.81,1.82,157968.6,406657.2,904034.4,1898788.8
3.5,0.9999999999999999,2399.9999999999995,4162.31,2.02,148938.6,398677.2,898154.4,1897108.8
3.5,1.0999999999999999,2639.9999999999995,4179.81,2.21,139908.6,390697.2,892274.4,1895428.8
3.5,1.2,2880.0,4197.31,2.4,130878.6,382717.2,886394.4,1893748.8
3.5,1.3,3120.0,4214.81,2.59,121848.6,374737.2,880514.4,1892068.8
3.5,1.4000000000000001,3360.0000000000005,4232.31,2.78,112818.6,366757.2,874634.4,1890388.8
3.5,1.5000000000000002,3600.0000000000005,4249.81,2.96,103788.6,358777.2,868754.4,1888708.8
3.5,1.6000000000000003,3840.000000000001,4267.31,3.15,94758.6,350797.2,862874.4,1887028.8
3.5,1.7000000000000004,4080.000000000001,4284.81,3.33,85728.6,342817.2,856994.4,1885348.8
3.5,1.8000000000000005,4320.000000000001,4302.31,3.51,76698.6,334837.2,851114.4,1883668.8
3.5,1.9000000000000006,4560.000000000002,4319.81,3.69,67668.6,326857.2,845234.4,1881988.8
3.5,2.0000000000000004,4800.000000000001,4337.31,3.87,58638.6,318877.2,839354.4,1880308.8
3.5,2.1000000000000005,5040.000000000001,4354.81,4.05,49608.6,310897.2,833474.4,1878628.8
3.5,2.2000000000000006,5280.000000000002,4372.31,4.23,40578.6,302917.2,827594.4,1876948.8
3.5,2.3000000000000007,5520.000000000002,4389.81,4.4,31548.6,294937.2,821714.4,1875268.8
3.5,2.400000000000001,5760.000000000002,4407.31,4.57,22518.6,286957.2,815834.4,1873588.8
3.5,2.500000000000001,6000.000000000002,4424.81,4.75,13488.6,278977.2,809954.4,1871908.8
3.5,2.600000000000001,6240.000000000003,4442.31,4.92,4458.6,270997.2,804074.4,1870228.8
3.5,2.700000000000001,6480.000000000003,4459.81,5.09,-4571.4,263017.2,798194.4,1868548.8
3.5,2.800000000000001,6720.000000000003,4477.31,5.25,-13601.4,255037.2,792314.4,1866868.8
3.5,2.9000000000000012,6960.000000000003,4494.81,5.42,-22631.4,247057.2,786434.4,1865188.8
3.5,3.0000000000000013,7200.000000000004,4512.31,5.58,-31661.4,239077.2,780554.4,1863508.8
3.58,0.6,1440.0,4103.08,1.26,184264.8,430449.6,922819.2,1907558.4
3.58,0.7,1680.0,4120.99,1.46,175019.4,422278.8,916797.6,1905835.2
3.58,0.7999999999999999,1919.9999999999998,4138.91,1.66,165774.6,414109.2,910778.4,1904116.8
3.58,0.8999999999999999,2160.0,4156.83,1.86,156529.8,405939.6,904759.2,1902398.4
3.58,0.9999999999999999,2399.9999999999995,4174.74,2.06,147284.4,397768.8,898737.6,1900675.2
3.58,1.0999999999999999,2639.9999999999995,4192.66,2.26,138039.6,389599.2,892718.4,1898956.8
3.58,1.2,2880.0,4210.58,2.45,128794.8,381429.6,886699.2,1897238.4
3.58,1.3,3120.0,4228.49,2.64,119549.4,373258.8,880677.6,1895515.2
3.58,1.4000000000000001,3360.0000000000005,4246.41,2.84,110304.6,365089.2,874658.4,1893796.8
3.58,1.5000000000000002,3600.0000000000005,4264.33,3.03,101059.8,356919.6,868639.2,1892078.4
3.58,1.6000000000000003,3840.000000000001,4282.24,3.21,91814.4,348748.8,862617.6,1890355.2
3.58,1.7000000000000004,4080.000000000001,4300.16,3.4,82569.6,340579.2,856598.4,1888636.8
3.58,1.8000000000000005,4320.000000000001,4318.08,3.58,73324.8,332409.6,850579.2,1886918.4
3.58,1.9000000000000006,4560.000000000002,4335.99,3.77,64079.4,324238.8,844557.6,1885195.2
3.58,2.0000000000000004,4800.000000000001,4353.91,3.95,54834.6,316069.2,838538.4,1883476.8
3.58,2.1000000000000005,5040.000000000001,4371.83,4.13,45589.8,307899.6,832519.2,1881758.4
3.58,2.2000000000000006,5280.000000000002,4389.74,4.31,36344.4,299728.8,826497.6,1880035.2
3.58,2.3000000000000007,5520.000000000002,4407.66,4.49,27099.6,291559.2,820478.4,1878316.8
3.58,2.400000000000001,5760.000000000002,4425.58,4.66,17854.8,283389.6,814459.2,1876598.4
3.58,2.500000000000001,6000.000000000002,4443.49,4.84,8609.4,275218.8,808437.6,1874875.2
3.58,2.600000000000001,6240.000000000003,4461.41,5.01,-635.4,267049.2,802418.4,1873156.8
3.58,2.700000000000001,6480.000000000003,4479.33,5.18,-9880.2,258879.6,796399.2,1871438.4
3.58,2.800000000000001,6720.000000000003,4497.24,5.35,-19125.6,250708.8,790377.6,1869715.2
3.58,2.9000000000000012,6960.000000000003,4515.16,5.52,-28370.4,242539.2,784358.4,1867996.8
3.58,3.0000000000000013,7200.000000000004,4533.08,5.69,-37615.2,234369.6,778339.2,1866278.4
3.67,0.6,1440.0,4113.85,1.28,183471.0,430302.0,923964.0,1911288.0
3.67,0.7,1680.0,4132.18,1.49,174010.8,421941.6,917803.2,1909526.4
3.67,0.7999999999999999,1919.9999999999998,4150.51,1.7,164550.6,413581.2,911642.4,1907764.8
3.67,0.8999999999999999,2160.0,4168.85,1.9,155091.0,405222.0,905484.0,1906008.0
3.67,0.9999999999999999,2399.9999999999995,4187.18,2.1,145630.8,396861.6,899323.2,1904246.4
3.67,1.0999999999999999,2639.9999999999995,4205.51,2.3,136170.6,388501.2,893162.4,1902484.8
3.67,1.2,2880.0,4223.85,2.5,126711.0,380142.0,887004.0,1900728.0
3.67,1.3,3120.0,4242.18,2.7,117250.8,371781.6,880843.2,1898966.4
3.67,1.4000000000000001,3360.0000000000005,4260.51,2.89,107790.6,363421.2,874682.4,1897204.8
3.67,1.5000000000000002,3600.0000000000005,4278.85,3.08,98331.0,355062.0,868524.0,1895448.0
3.67,1.6000000000000003,3840.000000000001,4297.18,3.28,88870.8,346701.6,862363.2,1893686.4
3.67,1.7000000000000004,4080.000000000001,4315.51,3.47,79410.6,338341.2,856202.4,1891924.8
3.67,1.8000000000000005,4320.000000000001,4333.85,3.65,69951.0,329982.0,850044.0,1890168.0
3.67,1.9000000000000006,4560.000000000002,4352.18,3.84,60490.8,321621.6,843883.2,1888406.4
3.67,2.0000000000000004,4800.000000000001,4370.51,4.03,51030.6,313261.2,837722.4,1886644.8
3.67,2.1000000000000005,5040.000000000001,4388.85,4.21,41571.0,304902.0,831564.0,1884888.0
3.67,2.2000000000000006,5280.000000000002,4407.18,4.39,32110.8,296541.6,825403.2,1883126.4
3.67,2.3000000000000007,5520.000000000002,4425.51,4.57,22650.6,288181.2,819242.4,1881364.8
3.67,2.400000000000001,5760.000000000002,4443.85,4.75,13191.0,279822.0,813084.0,1879608.0
3.67,2.500000000000001,6000.000000000002,4462.18,4.93,3730.8,271461.6,806923.2,1877846.4
3.67,2.600000000000001,6240.000000000003,4480.51,5.11,-5729.4,263101.2,800762.4,1876084.8
3.67,2.700000000000001,6480.000000000003,4498.85,5.28,-15189.0,254742.0,794604.0,1874328.0
3.67,2.800000000000001,6720.000000000003,4517.18,5.45,-24649.2,246381.6,788443.2,1872566.4
3.67,2.9000000000000012,6960.000000000003,4535.51,5.63,-34109.4,238021.2,782282.4,1870804.8
3.67,3.0000000000000013,7200.000000000004,4553.85,5.8,-43569.0,229662.0,776124.0,1869048.0
3.75,0.6,1440.0,4124.62,1.31,182677.2,430154.4,925108.8,1915017.6
3.75,0.7,1680.0,4143.37,1.52,173002.2,421604.4,918808.8,1913217.6
3.75,0.7999999999999999,1919.9999999999998,4162.12,1.73,163327.2,413054.4,912508.8,1911417.6
3.75,0.8999999999999999,2160.0,4180.87,1.94,153652.2,404504.4,906208.8,1909617.6
3.75,0.9999999999999999,2399.9999999999995,4199.62,2.14,143977.2,395954.4,899908.8,1907817.6
3.75,1.0999999999999999,2639.9999999999995,4218.37,2.35,134302.2,387404.4,893608.8,1906017.6
3.75,1.2,2880.0,4237.12,2.55,124627.2,378854.4,887308.8,1904217.6
3.75,1.3,3120.0,4255.87,2.75,114952.2,370304.4,881008.8,1902417.6
3.75,1.4000000000000001,3360.0000000000005,4274.62,2.95,105277.2,361754.4,874708.8,1900617.6
3.75,1.5000000000000002,3600.0000000000005,4293.37,3.14,95602.2,353204.4,868408.8,1898817.6
3.75,1.6000000000000003,3840.000000000001,4312.12,3.34,85927.2,344654.4,862108.8,1897017.6
3.75,1.7000000000000004,4080.000000000001,4330.87,3.53,76252.2,336104.4,855808.8,1895217.6
3.75,1.8000000000000005,4320.000000000001,4349.62,3.72,66577.2,327554.4,849508.8,1893417.6
3.75,1.9000000000000006,4560.000000000002,4368.37,3.91,56902.2,319004.4,843208.8,1891617.6
3.75,2.0000000000000004,4800.000000000001,4387.12,4.1,47227.2,310454.4,836908.8,1889817.6
3.75,2.1000000000000005,5040.000000000001,4405.87,4.29,37552.2,301904.4,830608.8,1888017.6
3.75,2.2000000000000006,5280.000000000002,4424.62,4.47,27877.2,293354.4,824308.8,1886217.6
3.75,2.3000000000000007,5520.000000000002,4443.37,4.66,18202.2,284804.4,818008.8,1884417.6
3.75,2.400000000000001,5760.000000000002,4462.12,4.84,8527.2,276254.4,811708.8,1882617.6
3.75,2.500000000000001,6000.000000000002,4480.87,5.02,-1147.8,267704.4,805408.8,1880817.6
3.75,2.600000000000001,6240.000000000003,4499.62,5.2,-10822.8,259154.4,799108.8,1879017.6
3.75,2.700000000000001,6480.000000000003,4518.37,5.38,-20497.8,250604.4,792808.8,1877217.6
3.75,2.800000000000001,6720.000000000003,4537.12,5.55,-30172.8,242054.4,786508.8,1875417.6
3.75,2.9000000000000012,6960.000000000003,4555.87,5.73,-39847.8,233504.4,780208.8,1873617.6
3.75,3.0000000000000013,7200.000000000004,4574.62,5.9,-49522.8,224954.4,773908.8,1871817.6
3.83,0.6,1440.0,4135.38,1.33,181882.8,430005.6,926251.2,1918742.4
3.83,0.7,1680.0,4154.55,1.55,171993.0,421266.0,919812.0,1916904.0
3.83,0.7999999999999999,1919.9999999999998,4173.72,1.76,162103.2,412526.4,913372.8,1915065.6
3.83,0.8999999999999999,2160.0,4192.88,1.97,152212.8,403785.6,906931.2,1913222.4
3.83,0.9999999999999999,2399.9999999999995,4212.05,2.18,142323.0,395046.0,900492.0,1911384.0
3.83,1.0999999999999999,2639.9999999999995,4231.22,2.39,132433.2,386306.4,894052.8,1909545.6
3.83,1.2,2880.0,4250.38,2.6,122542.8,377565.6,887611.2,1907702.4
3.83,1.3,3120.0,4269.55,2.8,112653.0,368826.0,881172.0,1905864.0
3.83,1.4000000000000001,3360.0000000000005,4288.72,3.0,102763.2,360086.4,874732.8,1904025.6
3.83,1.5000000000000002,3600.0000000000005,4307.88,3.2,92872.8,351345.6,868291.2,1902182.4
